"","Intercept","treatment_level","species_level","bias_level"
"30574",-0.446882476380494,"CORT Hot","guichenoti","Blue"
"30575",-0.363941114115396,"CORT Hot","guichenoti","Blue"
"30576",-0.265566412499864,"CORT Hot","guichenoti","Blue"
"30577",-0.380437645690621,"CORT Hot","guichenoti","Blue"
"30578",-0.437854017773052,"CORT Hot","guichenoti","Blue"
"30579",-0.467770816722451,"CORT Hot","guichenoti","Blue"
"30580",-0.275261732930629,"CORT Hot","guichenoti","Blue"
"30581",-0.555239213959791,"CORT Hot","guichenoti","Blue"
"30582",-0.355417884066411,"CORT Hot","guichenoti","Blue"
"30583",-0.306292239651113,"CORT Hot","guichenoti","Blue"
"30584",-0.307892859078466,"CORT Hot","guichenoti","Blue"
"30585",-0.366210684676457,"CORT Hot","guichenoti","Blue"
"30586",-0.211237646871627,"CORT Hot","guichenoti","Blue"
"30587",-0.0751217467058588,"CORT Hot","guichenoti","Blue"
"30588",-0.497005779924289,"CORT Hot","guichenoti","Blue"
"30589",-0.572765089176922,"CORT Hot","guichenoti","Blue"
"30590",-0.574422326357723,"CORT Hot","guichenoti","Blue"
"30591",-0.207169270579268,"CORT Hot","guichenoti","Blue"
"30592",-0.42327971917962,"CORT Hot","guichenoti","Blue"
"30593",-0.425005329711928,"CORT Hot","guichenoti","Blue"
"30594",-0.310728743783039,"CORT Hot","guichenoti","Blue"
"30595",-0.507224519040643,"CORT Hot","guichenoti","Blue"
"30596",-0.481816740522411,"CORT Hot","guichenoti","Blue"
"30597",-0.382912288998256,"CORT Hot","guichenoti","Blue"
"30598",-0.479529519376182,"CORT Hot","guichenoti","Blue"
"30599",-0.222484239243793,"CORT Hot","guichenoti","Blue"
"30600",-0.602274620318189,"CORT Hot","guichenoti","Blue"
"30601",-0.206577467358285,"CORT Hot","guichenoti","Blue"
"30602",-0.0640362926168453,"CORT Hot","guichenoti","Blue"
"30603",-0.540027950562567,"CORT Hot","guichenoti","Blue"
"30604",-0.384196019892773,"CORT Hot","guichenoti","Blue"
"30605",-0.100018662455603,"CORT Hot","guichenoti","Blue"
"30606",-0.443911425813541,"CORT Hot","guichenoti","Blue"
"30607",-0.584698558067309,"CORT Hot","guichenoti","Blue"
"30608",-0.336588394999242,"CORT Hot","guichenoti","Blue"
"30609",-0.257295530681249,"CORT Hot","guichenoti","Blue"
"30610",-0.307119284289661,"CORT Hot","guichenoti","Blue"
"30611",-0.444385050579368,"CORT Hot","guichenoti","Blue"
"30612",-0.372601914604157,"CORT Hot","guichenoti","Blue"
"30613",-0.260996314664874,"CORT Hot","guichenoti","Blue"
"30614",-0.703885639089456,"CORT Hot","guichenoti","Blue"
"30615",-0.523044712510256,"CORT Hot","guichenoti","Blue"
"30616",-0.358158916586941,"CORT Hot","guichenoti","Blue"
"30617",-0.495041609718971,"CORT Hot","guichenoti","Blue"
"30618",-0.4136858122273,"CORT Hot","guichenoti","Blue"
"30619",-0.323828808265923,"CORT Hot","guichenoti","Blue"
"30620",-0.161468021287058,"CORT Hot","guichenoti","Blue"
"30621",-0.64023301628059,"CORT Hot","guichenoti","Blue"
"30622",-0.460960915324386,"CORT Hot","guichenoti","Blue"
"30623",-0.507332036952232,"CORT Hot","guichenoti","Blue"
"30624",-0.447985150810219,"CORT Hot","guichenoti","Blue"
"30625",-0.394456866497526,"CORT Hot","guichenoti","Blue"
"30626",-0.449408914399251,"CORT Hot","guichenoti","Blue"
"30627",-0.524532150302872,"CORT Hot","guichenoti","Blue"
"30628",-0.307597746507233,"CORT Hot","guichenoti","Blue"
"30629",-0.41393848332368,"CORT Hot","guichenoti","Blue"
"30630",-0.29507671308832,"CORT Hot","guichenoti","Blue"
"30631",-0.282166499259617,"CORT Hot","guichenoti","Blue"
"30632",-0.388457165330545,"CORT Hot","guichenoti","Blue"
"30633",-0.647855180167651,"CORT Hot","guichenoti","Blue"
"30634",-0.389259963871937,"CORT Hot","guichenoti","Blue"
"30635",-0.498256332039733,"CORT Hot","guichenoti","Blue"
"30636",-0.492680709871748,"CORT Hot","guichenoti","Blue"
"30637",-0.638296331946483,"CORT Hot","guichenoti","Blue"
"30638",-0.241243451245539,"CORT Hot","guichenoti","Blue"
"30639",-0.367272582283598,"CORT Hot","guichenoti","Blue"
"30640",-0.419040114646167,"CORT Hot","guichenoti","Blue"
"30641",-0.487332807649558,"CORT Hot","guichenoti","Blue"
"30642",-0.292280687668473,"CORT Hot","guichenoti","Blue"
"30643",-0.445721441101108,"CORT Hot","guichenoti","Blue"
"30644",-0.365677880825103,"CORT Hot","guichenoti","Blue"
"30645",-0.457952115799059,"CORT Hot","guichenoti","Blue"
"30646",-0.173865157441585,"CORT Hot","guichenoti","Blue"
"30647",-0.74376774135143,"CORT Hot","guichenoti","Blue"
"30648",-0.68918747185633,"CORT Hot","guichenoti","Blue"
"30649",-0.643823515140214,"CORT Hot","guichenoti","Blue"
"30650",-0.593974323531164,"CORT Hot","guichenoti","Blue"
"30651",-0.452009698265891,"CORT Hot","guichenoti","Blue"
"30652",-0.286599300563558,"CORT Hot","guichenoti","Blue"
"30653",-0.311697676005835,"CORT Hot","guichenoti","Blue"
"30654",-0.345234572308554,"CORT Hot","guichenoti","Blue"
"30655",-0.272564343025309,"CORT Hot","guichenoti","Blue"
"30656",-0.123746780830437,"CORT Hot","guichenoti","Blue"
"30657",-0.509535482525903,"CORT Hot","guichenoti","Blue"
"30658",-0.155971329048745,"CORT Hot","guichenoti","Blue"
"30659",-0.122015557006865,"CORT Hot","guichenoti","Blue"
"30660",-0.635040583842025,"CORT Hot","guichenoti","Blue"
"30661",-0.71651469746509,"CORT Hot","guichenoti","Blue"
"30662",-0.230291668259929,"CORT Hot","guichenoti","Blue"
"30663",-0.159123285723856,"CORT Hot","guichenoti","Blue"
"30664",-0.690757888489311,"CORT Hot","guichenoti","Blue"
"30665",-0.634679213801763,"CORT Hot","guichenoti","Blue"
"30666",-0.52446547797566,"CORT Hot","guichenoti","Blue"
"30667",-0.17371463230534,"CORT Hot","guichenoti","Blue"
"30668",-0.317406873778629,"CORT Hot","guichenoti","Blue"
"30669",-0.412022497518751,"CORT Hot","guichenoti","Blue"
"30670",-0.267769643371816,"CORT Hot","guichenoti","Blue"
"30671",-0.20045278056385,"CORT Hot","guichenoti","Blue"
"30672",-0.41733305058901,"CORT Hot","guichenoti","Blue"
"30673",-0.37315997992008,"CORT Hot","guichenoti","Blue"
"30674",-0.547074622093816,"CORT Hot","guichenoti","Blue"
"30675",-0.478413594568255,"CORT Hot","guichenoti","Blue"
"30676",-0.274961362384073,"CORT Hot","guichenoti","Blue"
"30677",-0.328759471407517,"CORT Hot","guichenoti","Blue"
"30678",-0.415425617617657,"CORT Hot","guichenoti","Blue"
"30679",-0.261761736761957,"CORT Hot","guichenoti","Blue"
"30680",-0.666963210152881,"CORT Hot","guichenoti","Blue"
"30681",-0.3201698961897,"CORT Hot","guichenoti","Blue"
"30682",-0.393687201298272,"CORT Hot","guichenoti","Blue"
"30683",-0.508920243169499,"CORT Hot","guichenoti","Blue"
"30684",-0.534019925347288,"CORT Hot","guichenoti","Blue"
"30685",-0.0707108693872856,"CORT Hot","guichenoti","Blue"
"30686",0.0249696017107388,"CORT Hot","guichenoti","Blue"
"30687",-0.161250847043033,"CORT Hot","guichenoti","Blue"
"30688",-0.124672486897278,"CORT Hot","guichenoti","Blue"
"30689",-0.616315953322794,"CORT Hot","guichenoti","Blue"
"30690",-0.596224728352018,"CORT Hot","guichenoti","Blue"
"30691",-0.364119047224756,"CORT Hot","guichenoti","Blue"
"30692",-0.470540085977759,"CORT Hot","guichenoti","Blue"
"30693",-0.157133242278434,"CORT Hot","guichenoti","Blue"
"30694",-0.52512284689584,"CORT Hot","guichenoti","Blue"
"30695",-0.557847240632406,"CORT Hot","guichenoti","Blue"
"30696",-0.554163745807212,"CORT Hot","guichenoti","Blue"
"30697",-0.258636477846068,"CORT Hot","guichenoti","Blue"
"30698",-0.441877086663579,"CORT Hot","guichenoti","Blue"
"30699",-0.287309093727659,"CORT Hot","guichenoti","Blue"
"30700",-0.333266916645029,"CORT Hot","guichenoti","Blue"
"30701",-0.54103324182535,"CORT Hot","guichenoti","Blue"
"30702",-0.299130037240825,"CORT Hot","guichenoti","Blue"
"30703",-0.617230768786057,"CORT Hot","guichenoti","Blue"
"30704",-0.347079476743494,"CORT Hot","guichenoti","Blue"
"30705",-0.432157406524846,"CORT Hot","guichenoti","Blue"
"30706",-0.395291516503266,"CORT Hot","guichenoti","Blue"
"30707",-0.509805615019592,"CORT Hot","guichenoti","Blue"
"30708",-0.645211949568787,"CORT Hot","guichenoti","Blue"
"30709",-0.600431935859211,"CORT Hot","guichenoti","Blue"
"30710",-0.512774638536677,"CORT Hot","guichenoti","Blue"
"30711",-0.204179242798597,"CORT Hot","guichenoti","Blue"
"30712",-0.453146989921692,"CORT Hot","guichenoti","Blue"
"30713",-0.26546803100129,"CORT Hot","guichenoti","Blue"
"30714",-0.355345516001234,"CORT Hot","guichenoti","Blue"
"30715",-0.438150743800451,"CORT Hot","guichenoti","Blue"
"30716",-0.708427902981828,"CORT Hot","guichenoti","Blue"
"30717",-0.43559876335923,"CORT Hot","guichenoti","Blue"
"30718",-0.457235605044823,"CORT Hot","guichenoti","Blue"
"30719",-0.547037748564126,"CORT Hot","guichenoti","Blue"
"30720",-0.572008474189973,"CORT Hot","guichenoti","Blue"
"30721",-0.270750996382308,"CORT Hot","guichenoti","Blue"
"30722",-0.66824917879466,"CORT Hot","guichenoti","Blue"
"30723",-0.18525709055875,"CORT Hot","guichenoti","Blue"
"30724",-0.595553516158049,"CORT Hot","guichenoti","Blue"
"30725",-0.260558534810269,"CORT Hot","guichenoti","Blue"
"30726",0.0956725859439517,"CORT Hot","guichenoti","Blue"
"30727",-0.192223150060848,"CORT Hot","guichenoti","Blue"
"30728",-0.502181996550986,"CORT Hot","guichenoti","Blue"
"30729",-0.712440631280258,"CORT Hot","guichenoti","Blue"
"30730",-0.861048884046768,"CORT Hot","guichenoti","Blue"
"30731",-0.768313758618194,"CORT Hot","guichenoti","Blue"
"30732",-0.663046466704782,"CORT Hot","guichenoti","Blue"
"30733",-0.626336838646058,"CORT Hot","guichenoti","Blue"
"30734",-0.611934467798729,"CORT Hot","guichenoti","Blue"
"30735",-0.742173431776348,"CORT Hot","guichenoti","Blue"
"30736",-0.463509180960913,"CORT Hot","guichenoti","Blue"
"30737",-0.411255884746607,"CORT Hot","guichenoti","Blue"
"30738",-0.325415147643911,"CORT Hot","guichenoti","Blue"
"30739",-0.277129142945756,"CORT Hot","guichenoti","Blue"
"30740",-0.108866842253715,"CORT Hot","guichenoti","Blue"
"30741",-0.300920365145952,"CORT Hot","guichenoti","Blue"
"30742",-0.486506973055039,"CORT Hot","guichenoti","Blue"
"30743",-0.0277429651392152,"CORT Hot","guichenoti","Blue"
"30744",-0.441775434658554,"CORT Hot","guichenoti","Blue"
"30745",-0.51613699782531,"CORT Hot","guichenoti","Blue"
"30746",-0.330701834633542,"CORT Hot","guichenoti","Blue"
"30747",-0.489689177991795,"CORT Hot","guichenoti","Blue"
"30748",-0.433789961443809,"CORT Hot","guichenoti","Blue"
"30749",-0.386141997313146,"CORT Hot","guichenoti","Blue"
"30750",-0.437496859318304,"CORT Hot","guichenoti","Blue"
"30751",-0.454210642396958,"CORT Hot","guichenoti","Blue"
"30752",-0.388919146674729,"CORT Hot","guichenoti","Blue"
"30753",-0.370347984688054,"CORT Hot","guichenoti","Blue"
"30754",-0.392086175408341,"CORT Hot","guichenoti","Blue"
"30755",-0.349126745005082,"CORT Hot","guichenoti","Blue"
"30756",-0.625419367163058,"CORT Hot","guichenoti","Blue"
"30757",-0.174555110468809,"CORT Hot","guichenoti","Blue"
"30758",-0.400384043424159,"CORT Hot","guichenoti","Blue"
"30759",-0.245166709354177,"CORT Hot","guichenoti","Blue"
"30760",-0.359508024635223,"CORT Hot","guichenoti","Blue"
"30761",-0.353256313250348,"CORT Hot","guichenoti","Blue"
"30762",-0.394024407889509,"CORT Hot","guichenoti","Blue"
"30763",-0.394024407889509,"CORT Hot","guichenoti","Blue"
"30764",-0.392820366944989,"CORT Hot","guichenoti","Blue"
"30765",-0.465151296995911,"CORT Hot","guichenoti","Blue"
"30766",-0.435614881806248,"CORT Hot","guichenoti","Blue"
"30767",-0.627926342143188,"CORT Hot","guichenoti","Blue"
"30768",-0.479540319396301,"CORT Hot","guichenoti","Blue"
"30769",-0.48408055934653,"CORT Hot","guichenoti","Blue"
"30770",-0.248031595651838,"CORT Hot","guichenoti","Blue"
"30771",-0.187548489924035,"CORT Hot","guichenoti","Blue"
"30772",-0.62947748006935,"CORT Hot","guichenoti","Blue"
"30773",0.131169748393156,"CORT Hot","guichenoti","Blue"
"30774",-0.0397154086948684,"CORT Hot","guichenoti","Blue"
"30775",-0.439165487693139,"CORT Hot","guichenoti","Blue"
"30776",-0.683555964064369,"CORT Hot","guichenoti","Blue"
"30777",-0.157183236172859,"CORT Hot","guichenoti","Blue"
"30778",-0.0863934784496837,"CORT Hot","guichenoti","Blue"
"30779",-0.380948829539714,"CORT Hot","guichenoti","Blue"
"30780",-0.631830666753981,"CORT Hot","guichenoti","Blue"
"30781",-0.429400332851099,"CORT Hot","guichenoti","Blue"
"30782",-0.343998738174199,"CORT Hot","guichenoti","Blue"
"30783",-0.433483102714803,"CORT Hot","guichenoti","Blue"
"30784",-0.447691016097629,"CORT Hot","guichenoti","Blue"
"30785",-0.34057857962463,"CORT Hot","guichenoti","Blue"
"30786",-0.483728293199237,"CORT Hot","guichenoti","Blue"
"30787",-0.290213383138617,"CORT Hot","guichenoti","Blue"
"30788",-0.234115603207119,"CORT Hot","guichenoti","Blue"
"30789",-0.285786497157486,"CORT Hot","guichenoti","Blue"
"30790",-0.179217432371078,"CORT Hot","guichenoti","Blue"
"30791",-0.29998568475606,"CORT Hot","guichenoti","Blue"
"30792",-0.431553769699002,"CORT Hot","guichenoti","Blue"
"30793",-0.555843721393805,"CORT Hot","guichenoti","Blue"
"30794",-0.283166302884622,"CORT Hot","guichenoti","Blue"
"30795",-0.26281229500847,"CORT Hot","guichenoti","Blue"
"30796",-0.361831154908715,"CORT Hot","guichenoti","Blue"
"30797",-0.450125937958807,"CORT Hot","guichenoti","Blue"
"30798",-0.385870558676977,"CORT Hot","guichenoti","Blue"
"30799",-0.32156218704373,"CORT Hot","guichenoti","Blue"
"30800",-0.361096024904424,"CORT Hot","guichenoti","Blue"
"30801",-0.121914773172142,"CORT Hot","guichenoti","Blue"
"30802",-0.418870037034538,"CORT Hot","guichenoti","Blue"
"30803",-0.554989521329616,"CORT Hot","guichenoti","Blue"
"30804",-0.770332781010375,"CORT Hot","guichenoti","Blue"
"30805",-0.487903993699108,"CORT Hot","guichenoti","Blue"
"30806",-0.185568473375032,"CORT Hot","guichenoti","Blue"
"30807",-0.230424541972414,"CORT Hot","guichenoti","Blue"
"30808",-0.410752692744823,"CORT Hot","guichenoti","Blue"
"30809",-0.211414155628852,"CORT Hot","guichenoti","Blue"
"30810",-0.567783957868668,"CORT Hot","guichenoti","Blue"
"30811",0.157276383952843,"CORT Hot","guichenoti","Blue"
"30812",-0.655318849993519,"CORT Hot","guichenoti","Blue"
"30813",-0.489927955597683,"CORT Hot","guichenoti","Blue"
"30814",-0.334909913380602,"CORT Hot","guichenoti","Blue"
"30815",-0.380621368041921,"CORT Hot","guichenoti","Blue"
"30816",-0.560600866642307,"CORT Hot","guichenoti","Blue"
"30817",-0.255778835675779,"CORT Hot","guichenoti","Blue"
"30818",-0.433160362193767,"CORT Hot","guichenoti","Blue"
"30819",-0.239094541653561,"CORT Hot","guichenoti","Blue"
"30820",-0.516371467720045,"CORT Hot","guichenoti","Blue"
"30821",-0.486743563851131,"CORT Hot","guichenoti","Blue"
"30822",-0.491967091744539,"CORT Hot","guichenoti","Blue"
"30823",-0.324893534162666,"CORT Hot","guichenoti","Blue"
"30824",-0.544859020619795,"CORT Hot","guichenoti","Blue"
"30825",-0.317431366691598,"CORT Hot","guichenoti","Blue"
"30826",-0.422512493714963,"CORT Hot","guichenoti","Blue"
"30827",-0.409198873077109,"CORT Hot","guichenoti","Blue"
"30828",-0.334201236581377,"CORT Hot","guichenoti","Blue"
"30829",-0.481669500151654,"CORT Hot","guichenoti","Blue"
"30830",-0.478275296432479,"CORT Hot","guichenoti","Blue"
"30831",-0.370577784922334,"CORT Hot","guichenoti","Blue"
"30832",-0.452320542671531,"CORT Hot","guichenoti","Blue"
"30833",-0.144302907937994,"CORT Hot","guichenoti","Blue"
"30834",-0.0294290533423546,"CORT Hot","guichenoti","Blue"
"30835",-0.355042477630318,"CORT Hot","guichenoti","Blue"
"30836",-0.293633428909186,"CORT Hot","guichenoti","Blue"
"30837",-0.105993967338387,"CORT Hot","guichenoti","Blue"
"30838",-0.37069276143013,"CORT Hot","guichenoti","Blue"
"30839",-0.510255438702775,"CORT Hot","guichenoti","Blue"
"30840",-0.457789396192328,"CORT Hot","guichenoti","Blue"
"30841",-0.350414954514256,"CORT Hot","guichenoti","Blue"
"30842",-0.48294280481332,"CORT Hot","guichenoti","Blue"
"30843",-0.657247815044521,"CORT Hot","guichenoti","Blue"
"30844",-0.290714467432526,"CORT Hot","guichenoti","Blue"
"30845",-0.302691381275133,"CORT Hot","guichenoti","Blue"
"30846",-0.261439320682342,"CORT Hot","guichenoti","Blue"
"30847",-0.228663780269574,"CORT Hot","guichenoti","Blue"
"30848",-0.251535049804034,"CORT Hot","guichenoti","Blue"
"30849",-0.278978323198401,"CORT Hot","guichenoti","Blue"
"30850",-0.518481993004607,"CORT Hot","guichenoti","Blue"
"30851",-0.480963218016661,"CORT Hot","guichenoti","Blue"
"30852",-0.413369348421585,"CORT Hot","guichenoti","Blue"
"30853",-0.546589949871286,"CORT Hot","guichenoti","Blue"
"30854",-0.328612764504758,"CORT Hot","guichenoti","Blue"
"30855",-0.634446228386616,"CORT Hot","guichenoti","Blue"
"30856",-0.341328218902981,"CORT Hot","guichenoti","Blue"
"30857",-0.457964366841122,"CORT Hot","guichenoti","Blue"
"30858",-0.555646168051502,"CORT Hot","guichenoti","Blue"
"30859",-0.233003793122958,"CORT Hot","guichenoti","Blue"
"30860",-0.395884618683999,"CORT Hot","guichenoti","Blue"
"30861",-0.583175241590168,"CORT Hot","guichenoti","Blue"
"30862",-0.30559191457151,"CORT Hot","guichenoti","Blue"
"30863",-0.620588146759154,"CORT Hot","guichenoti","Blue"
"30864",-0.861656292830213,"CORT Hot","guichenoti","Blue"
"30865",-0.55531845150317,"CORT Hot","guichenoti","Blue"
"30866",-0.277900242569404,"CORT Hot","guichenoti","Blue"
"30867",-0.432107401600542,"CORT Hot","guichenoti","Blue"
"30868",-0.058730439782276,"CORT Hot","guichenoti","Blue"
"30869",-0.220673042214389,"CORT Hot","guichenoti","Blue"
"30870",-0.342604709923233,"CORT Hot","guichenoti","Blue"
"30871",-0.236728781414019,"CORT Hot","guichenoti","Blue"
"30872",-0.275508747266377,"CORT Hot","guichenoti","Blue"
"30873",-0.518931276338922,"CORT Hot","guichenoti","Blue"
"30874",-0.0957950385095544,"CORT Hot","guichenoti","Blue"
"30875",-0.426120927702571,"CORT Hot","guichenoti","Blue"
"30876",-0.385698598662785,"CORT Hot","guichenoti","Blue"
"30877",-0.511763871721598,"CORT Hot","guichenoti","Blue"
"30878",-0.353359039903047,"CORT Hot","guichenoti","Blue"
"30879",-0.564128440131176,"CORT Hot","guichenoti","Blue"
"30880",-0.272719974044406,"CORT Hot","guichenoti","Blue"
"30881",-0.356418354190898,"CORT Hot","guichenoti","Blue"
"30882",-0.438927287603021,"CORT Hot","guichenoti","Blue"
"30883",-0.347070088647185,"CORT Hot","guichenoti","Blue"
"30884",-0.495077528997076,"CORT Hot","guichenoti","Blue"
"30885",-0.602764120345151,"CORT Hot","guichenoti","Blue"
"30886",-0.435344265820287,"CORT Hot","guichenoti","Blue"
"30887",-0.219185595512355,"CORT Hot","guichenoti","Blue"
"30888",-0.687946412243405,"CORT Hot","guichenoti","Blue"
"30889",-0.202392702626212,"CORT Hot","guichenoti","Blue"
"30890",-0.562960468838664,"CORT Hot","guichenoti","Blue"
"30891",-0.0785468986290268,"CORT Hot","guichenoti","Blue"
"30892",-0.441126681015344,"CORT Hot","guichenoti","Blue"
"30893",-0.491206897886321,"CORT Hot","guichenoti","Blue"
"30894",-0.609662859589683,"CORT Hot","guichenoti","Blue"
"30895",-0.767817117069782,"CORT Hot","guichenoti","Blue"
"30896",-0.134114221502936,"CORT Hot","guichenoti","Blue"
"30897",-0.738351397750715,"CORT Hot","guichenoti","Blue"
"30898",-0.38591268698766,"CORT Hot","guichenoti","Blue"
"30899",-0.3296635338703,"CORT Hot","guichenoti","Blue"
"30900",-0.595339166753975,"CORT Hot","guichenoti","Blue"
"30901",-0.465280422851381,"CORT Hot","guichenoti","Blue"
"30902",-0.636571189700496,"CORT Hot","guichenoti","Blue"
"30903",-0.515599506406262,"CORT Hot","guichenoti","Blue"
"30904",0.0780721839070936,"CORT Hot","guichenoti","Blue"
"30905",-0.803949723606802,"CORT Hot","guichenoti","Blue"
"30906",-0.229778765220692,"CORT Hot","guichenoti","Blue"
"30907",-0.613188706239005,"CORT Hot","guichenoti","Blue"
"30908",-0.583842935006117,"CORT Hot","guichenoti","Blue"
"30909",-0.529422787989385,"CORT Hot","guichenoti","Blue"
"30910",-0.266978920233574,"CORT Hot","guichenoti","Blue"
"30911",-0.707725207634207,"CORT Hot","guichenoti","Blue"
"30912",-0.560580064914968,"CORT Hot","guichenoti","Blue"
"30913",-0.275770908657461,"CORT Hot","guichenoti","Blue"
"30914",-0.392997834189095,"CORT Hot","guichenoti","Blue"
"30915",-0.437731466529414,"CORT Hot","guichenoti","Blue"
"30916",-0.325441429710982,"CORT Hot","guichenoti","Blue"
"30917",-0.468199251430835,"CORT Hot","guichenoti","Blue"
"30918",-0.387249254969973,"CORT Hot","guichenoti","Blue"
"30919",-0.267939995715865,"CORT Hot","guichenoti","Blue"
"30920",-0.52879876305111,"CORT Hot","guichenoti","Blue"
"30921",-0.222061250666235,"CORT Hot","guichenoti","Blue"
"30922",-0.372690792094586,"CORT Hot","guichenoti","Blue"
"30923",-0.222812843646425,"CORT Hot","guichenoti","Blue"
"30924",-0.355723693405927,"CORT Hot","guichenoti","Blue"
"30925",-0.418197870015732,"CORT Hot","guichenoti","Blue"
"30926",-0.609886807016745,"CORT Hot","guichenoti","Blue"
"30927",-0.335505401125187,"CORT Hot","guichenoti","Blue"
"30928",-0.216043081208752,"CORT Hot","guichenoti","Blue"
"30929",-0.423291229252827,"CORT Hot","guichenoti","Blue"
"30930",-0.391235903782144,"CORT Hot","guichenoti","Blue"
"30931",-0.499081248667423,"CORT Hot","guichenoti","Blue"
"30932",-0.266457673408727,"CORT Hot","guichenoti","Blue"
"30933",-0.348697019688167,"CORT Hot","guichenoti","Blue"
"30934",-0.401767912554713,"CORT Hot","guichenoti","Blue"
"30935",-0.284307611056743,"CORT Hot","guichenoti","Blue"
"30936",-0.420374228755586,"CORT Hot","guichenoti","Blue"
"30937",-0.510164609986069,"CORT Hot","guichenoti","Blue"
"30938",-0.579024647656928,"CORT Hot","guichenoti","Blue"
"30939",-0.566729341778567,"CORT Hot","guichenoti","Blue"
"30940",-0.351721883604859,"CORT Hot","guichenoti","Blue"
"30941",-0.476395935173925,"CORT Hot","guichenoti","Blue"
"30942",-0.55664972942648,"CORT Hot","guichenoti","Blue"
"30943",-0.122453989973721,"CORT Hot","guichenoti","Blue"
"30944",-0.677912516381627,"CORT Hot","guichenoti","Blue"
"30945",-0.613109654307397,"CORT Hot","guichenoti","Blue"
"30946",-0.29785844304907,"CORT Hot","guichenoti","Blue"
"30947",-0.28911997946191,"CORT Hot","guichenoti","Blue"
"30948",-0.583687692258088,"CORT Hot","guichenoti","Blue"
"30949",-0.381791957334183,"CORT Hot","guichenoti","Blue"
"30950",-0.317715526493365,"CORT Hot","guichenoti","Blue"
"30951",-0.549249257048961,"CORT Hot","guichenoti","Blue"
"30952",-0.584644897656596,"CORT Hot","guichenoti","Blue"
"30953",-0.00857958117178889,"CORT Hot","guichenoti","Blue"
"30954",-0.432840962952112,"CORT Hot","guichenoti","Blue"
"30955",-0.263566640266084,"CORT Hot","guichenoti","Blue"
"30956",-0.517275865529966,"CORT Hot","guichenoti","Blue"
"30957",-0.654825384819282,"CORT Hot","guichenoti","Blue"
"30958",-0.429941306598618,"CORT Hot","guichenoti","Blue"
"30959",-0.383720528665894,"CORT Hot","guichenoti","Blue"
"30960",-0.499593757606433,"CORT Hot","guichenoti","Blue"
"30961",-0.312424416617491,"CORT Hot","guichenoti","Blue"
"30962",-0.594525907313029,"CORT Hot","guichenoti","Blue"
"30963",-0.475753326685271,"CORT Hot","guichenoti","Blue"
"30964",-0.526690080037221,"CORT Hot","guichenoti","Blue"
"30965",-0.586788952786209,"CORT Hot","guichenoti","Blue"
"30966",-0.516211235457678,"CORT Hot","guichenoti","Blue"
"30967",-0.644489545175424,"CORT Hot","guichenoti","Blue"
"30968",-0.325382727544795,"CORT Hot","guichenoti","Blue"
"30969",-0.119863836010072,"CORT Hot","guichenoti","Blue"
"30970",-0.0957255380292506,"CORT Hot","guichenoti","Blue"
"30971",-0.462531782703336,"CORT Hot","guichenoti","Blue"
"30972",-0.401102153742851,"CORT Hot","guichenoti","Blue"
"30973",-0.367482955037592,"CORT Hot","guichenoti","Blue"
"30974",-0.288159719106652,"CORT Hot","guichenoti","Blue"
"30975",-0.161937866737171,"CORT Hot","guichenoti","Blue"
"30976",-0.332079783979173,"CORT Hot","guichenoti","Blue"
"30977",-0.292191418270364,"CORT Hot","guichenoti","Blue"
"30978",-0.184863809214105,"CORT Hot","guichenoti","Blue"
"30979",-0.20758522902967,"CORT Hot","guichenoti","Blue"
"30980",-0.169722721543074,"CORT Hot","guichenoti","Blue"
"30981",-0.651417910002518,"CORT Hot","guichenoti","Blue"
"30982",-0.36387069208307,"CORT Hot","guichenoti","Blue"
"30983",-0.256805273713867,"CORT Hot","guichenoti","Blue"
"30984",-0.739979631944251,"CORT Hot","guichenoti","Blue"
"30985",-0.297215747360271,"CORT Hot","guichenoti","Blue"
"30986",-0.344259406421866,"CORT Hot","guichenoti","Blue"
"30987",-0.307407760733857,"CORT Hot","guichenoti","Blue"
"30988",-0.599797904467656,"CORT Hot","guichenoti","Blue"
"30989",-0.279692147370292,"CORT Hot","guichenoti","Blue"
"30990",-0.118021365730389,"CORT Hot","guichenoti","Blue"
"30991",-0.374193651299706,"CORT Hot","guichenoti","Blue"
"30992",-0.351772151563971,"CORT Hot","guichenoti","Blue"
"30993",-0.251767361968678,"CORT Hot","guichenoti","Blue"
"30994",-0.354922117903974,"CORT Hot","guichenoti","Blue"
"30995",-0.729755249541774,"CORT Hot","guichenoti","Blue"
"30996",-0.747378383649673,"CORT Hot","guichenoti","Blue"
"30997",-0.376999788041506,"CORT Hot","guichenoti","Blue"
"30998",-0.466657989879926,"CORT Hot","guichenoti","Blue"
"30999",-0.197337572959232,"CORT Hot","guichenoti","Blue"
"31000",-0.407543278978793,"CORT Hot","guichenoti","Blue"
"31001",-0.472901480403248,"Control Hot","guichenoti","Blue"
"31002",-0.789422257458849,"Control Hot","guichenoti","Blue"
"31003",-0.260811641654589,"Control Hot","guichenoti","Blue"
"31004",-0.281632544366805,"Control Hot","guichenoti","Blue"
"31005",-0.339833487061688,"Control Hot","guichenoti","Blue"
"31006",-0.150347838192766,"Control Hot","guichenoti","Blue"
"31007",-0.0543797367066823,"Control Hot","guichenoti","Blue"
"31008",-0.169499112121365,"Control Hot","guichenoti","Blue"
"31009",-0.409075026171246,"Control Hot","guichenoti","Blue"
